task,method,threshold_rank,threshold,threshold_source,evaluation_status,no_rescue_sentinel,gate_rows,gate_positive_count,gate_prevalence,predicted_positive_count,true_positive,false_positive,false_positive_actual_phase3,phase4_precision,phase4_recall,accuracy,balanced_accuracy,ordinal_mae,precision_gate_passed,accuracy_gate_passed,balanced_accuracy_gate_passed,ordinal_mae_gate_passed,recall_gate_passed,eligible,selected
Forecasting,single_score,10,0.18727070093154907,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,15,5,10,10,0.33333333333333331,0.028735632183908046,0.60214477211796247,0.20397407679139151,0.4123324396782842,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,11,0.1857353150844574,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,16,5,11,11,0.3125,0.028735632183908046,0.60160857908847187,0.20379677182685252,0.4128686327077748,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,12,0.18536747992038727,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,18,5,13,13,0.27777777777777779,0.028735632183908046,0.60053619302949057,0.2034421618977745,0.41394101876675604,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,13,0.18492764234542847,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,19,5,14,14,0.26315789473684209,0.028735632183908046,0.59999999999999998,0.20326485693323551,0.41447721179624664,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,14,0.18490540981292725,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,20,5,15,15,0.25,0.028735632183908046,0.59946380697050938,0.20308755196869649,0.41501340482573729,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,15,0.18438108265399933,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,21,6,15,15,0.2857142857142857,0.034482758620689655,0.59999999999999998,0.20423697725605283,0.41447721179624664,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,16,0.18375414609909058,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,22,6,16,16,0.27272727272727271,0.034482758620689655,0.59946380697050938,0.20405967229151384,0.41501340482573729,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,17,0.18326494097709656,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,23,7,16,16,0.30434782608695654,0.040229885057471264,0.59999999999999998,0.20520909757887013,0.41447721179624664,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,18,0.18300049006938934,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,24,7,17,17,0.29166666666666669,0.040229885057471264,0.59946380697050938,0.2050317926143311,0.41501340482573729,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,19,0.18234914541244507,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,25,7,18,18,0.28000000000000003,0.040229885057471264,0.59892761394101879,0.20485448764979211,0.41554959785522788,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,20,0.18218141794204712,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,26,8,18,18,0.30769230769230771,0.045977011494252873,0.59946380697050938,0.20600391293714843,0.41501340482573729,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,21,0.18217480182647705,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,27,9,18,18,0.33333333333333331,0.051724137931034482,0.59999999999999998,0.20715333822450477,0.41447721179624664,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,22,0.18196386098861694,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,28,10,18,18,0.35714285714285715,0.057471264367816091,0.60053619302949057,0.20830276351186111,0.41394101876675604,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,23,0.18187090754508972,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,30,10,20,20,0.33333333333333331,0.057471264367816091,0.59946380697050938,0.2079481535827831,0.41501340482573729,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,24,0.18161216378211975,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,32,11,21,21,0.34375,0.063218390804597707,0.59946380697050938,0.20892027390560042,0.41501340482573729,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,25,0.18077103793621063,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,33,11,22,22,0.33333333333333331,0.063218390804597707,0.59892761394101879,0.20874296894106142,0.41554959785522788,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,26,0.18076635897159576,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,41,11,30,24,0.26829268292682928,0.063218390804597707,0.59785522788203749,0.20838835901198335,0.41983914209115281,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,27,0.18028721213340759,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,42,11,31,24,0.26190476190476192,0.063218390804597707,0.59785522788203749,0.20838835901198335,0.42037533512064346,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,28,0.17982286214828491,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,44,13,31,24,0.29545454545454547,0.074712643678160925,0.59892761394101879,0.21068720958669601,0.41930294906166221,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,29,0.17912276089191437,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,45,13,32,24,0.28888888888888886,0.074712643678160925,0.59892761394101879,0.21068720958669601,0.41983914209115281,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,30,0.17911405861377716,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,53,16,37,29,0.30188679245283018,0.091954022988505746,0.59785522788203749,0.21324896062606996,0.42091152815013405,1.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,31,0.17884376645088196,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,54,16,38,30,0.29629629629629628,0.091954022988505746,0.59731903485254689,0.21307165566153094,0.42144772117962465,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,32,0.17883089184761047,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,56,16,40,32,0.2857142857142857,0.091954022988505746,0.5962466487935657,0.2127170457324529,0.42252010723860589,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,33,0.17875915765762329,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,60,16,44,36,0.26666666666666666,0.091954022988505746,0.59410187667560321,0.21200782587429687,0.42466487935656838,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,34,0.17855587601661682,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,62,18,44,36,0.29032258064516131,0.10344827586206896,0.5951742627345844,0.21430667644900953,0.42359249329758714,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,35,0.17840664088726044,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,64,18,46,38,0.28125,0.10344827586206896,0.59410187667560321,0.21395206651993154,0.42466487935656838,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,36,0.17814795672893524,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,65,19,46,38,0.29230769230769232,0.10919540229885058,0.59463806970509381,0.21510149180728785,0.42412868632707773,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,37,0.1778157502412796,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,66,19,47,39,0.2878787878787879,0.10919540229885058,0.59410187667560321,0.21492418684274886,0.42466487935656838,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,38,0.17765207588672638,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,68,19,49,41,0.27941176470588236,0.10919540229885058,0.59302949061662202,0.21456957691367079,0.42573726541554957,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,39,0.17698976397514343,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,70,19,51,41,0.27142857142857141,0.10919540229885058,0.59302949061662202,0.21456957691367079,0.42680965147453082,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,40,0.17690698802471161,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,71,20,51,41,0.28169014084507044,0.11494252873563218,0.59356568364611262,0.21571900220102713,0.42627345844504022,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,41,0.17630618810653687,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,72,20,52,42,0.27777777777777779,0.11494252873563218,0.59302949061662202,0.21554169723648814,0.42680965147453082,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,42,0.17620740830898285,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,73,21,52,42,0.28767123287671231,0.1206896551724138,0.59356568364611262,0.21669112252384445,0.42627345844504022,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,43,0.17515701055526733,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,74,21,53,43,0.28378378378378377,0.1206896551724138,0.59302949061662202,0.21651381755930546,0.42680965147453082,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,44,0.17433770000934601,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,75,21,54,44,0.28000000000000003,0.1206896551724138,0.59249329758713132,0.21633651259476644,0.42734584450402147,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,45,0.17423290014266968,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,76,21,55,44,0.27631578947368424,0.1206896551724138,0.59249329758713132,0.21633651259476644,0.42788203753351206,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,46,0.17416809499263763,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,78,21,57,46,0.26923076923076922,0.1206896551724138,0.59142091152815013,0.21598190266568845,0.42895442359249331,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,47,0.17412495613098145,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,82,21,61,50,0.25609756097560976,0.1206896551724138,0.58927613941018764,0.21527268280753237,0.43109919571045574,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,48,0.17394034564495087,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,83,21,62,51,0.25301204819277107,0.1206896551724138,0.58873994638069704,0.21509537784299337,0.43163538873994639,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,49,0.17297577857971191,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,87,21,66,55,0.2413793103448276,0.1206896551724138,0.58659517426273455,0.21438615798483734,0.43378016085790883,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,50,0.17265993356704712,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,89,21,68,55,0.23595505617977527,0.1206896551724138,0.58659517426273455,0.21438615798483734,0.43485254691689007,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,51,0.17258059978485107,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,90,21,69,56,0.23333333333333334,0.1206896551724138,0.58605898123324396,0.21420885302029835,0.43538873994638072,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,52,0.17227733135223389,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,92,21,71,58,0.22826086956521738,0.1206896551724138,0.58498659517426277,0.21385424309122034,0.43646112600536191,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,53,0.17223571240901947,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,93,21,72,59,0.22580645161290322,0.1206896551724138,0.58445040214477206,0.21367693812668134,0.43699731903485256,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,54,0.17186443507671356,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,94,21,73,60,0.22340425531914893,0.1206896551724138,0.58391420911528147,0.21349963316214232,0.43753351206434316,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,55,0.1718391478061676,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,95,21,74,61,0.22105263157894736,0.1206896551724138,0.58337801608579087,0.21332232819760333,0.43806970509383381,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,56,0.17171640694141388,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,97,21,76,63,0.21649484536082475,0.1206896551724138,0.58230563002680968,0.21296771826852531,0.439142091152815,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,57,0.17158272862434387,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,98,22,76,63,0.22448979591836735,0.12643678160919541,0.58284182305630028,0.21411714355588166,0.4386058981233244,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,58,0.17127195000648499,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,99,22,77,64,0.22222222222222221,0.12643678160919541,0.58230563002680968,0.21393983859134263,0.439142091152815,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,59,0.17083173990249634,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,100,22,78,65,0.22,0.12643678160919541,0.58176943699731909,0.21376253362680364,0.43967828418230565,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,60,0.17026787996292114,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,101,23,78,65,0.22772277227722773,0.13218390804597702,0.58230563002680968,0.21491195891415993,0.439142091152815,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,61,0.16976359486579895,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,102,24,78,65,0.23529411764705882,0.13793103448275862,0.58284182305630028,0.21606138420151627,0.4386058981233244,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,62,0.16974100470542908,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,103,24,79,66,0.23300970873786409,0.13793103448275862,0.58230563002680968,0.21588407923697725,0.439142091152815,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,63,0.16968253254890442,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,104,24,80,67,0.23076923076923078,0.13793103448275862,0.58176943699731909,0.21570677427243826,0.43967828418230565,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,64,0.16942873597145081,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,105,24,81,68,0.22857142857142856,0.13793103448275862,0.58123324396782838,0.21552946930789924,0.44021447721179624,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,65,0.16880542039871216,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,106,24,82,69,0.22641509433962265,0.13793103448275862,0.58069705093833779,0.21535216434336024,0.44075067024128689,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,66,0.16810528934001923,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,107,24,83,70,0.22429906542056074,0.13793103448275862,0.58016085790884719,0.21517485937882125,0.44128686327077749,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,67,0.16763463616371155,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,108,24,84,71,0.22222222222222221,0.13793103448275862,0.5796246648793566,0.21499755441428223,0.44182305630026808,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,68,0.16684043407440186,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,109,24,85,72,0.22018348623853212,0.13793103448275862,0.579088471849866,0.21482024944974323,0.44235924932975873,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,69,0.16669800877571106,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,110,24,86,73,0.21818181818181817,0.13793103448275862,0.5785522788203753,0.21464294448520421,0.44289544235924933,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,70,0.16663509607315063,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,111,24,87,74,0.21621621621621623,0.13793103448275862,0.5780160857908847,0.21446563952066522,0.44343163538873992,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,71,0.16644775867462158,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,113,24,89,76,0.21238938053097345,0.13793103448275862,0.57694369973190351,0.21411102959158718,0.44450402144772116,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,72,0.16643576323986053,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,114,24,90,77,0.21052631578947367,0.13793103448275862,0.57640750670241292,0.21393372462704816,0.44504021447721182,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,73,0.16633719205856323,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,115,24,91,78,0.20869565217391303,0.13793103448275862,0.57587131367292221,0.21375641966250916,0.44557640750670241,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,74,0.16623146831989288,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,116,24,92,79,0.20689655172413793,0.13793103448275862,0.57533512064343162,0.21357911469797014,0.446112600536193,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,75,0.16590657830238342,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,118,26,92,79,0.22033898305084745,0.14942528735632185,0.57640750670241292,0.21587796527268283,0.44504021447721182,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,76,0.16565275192260742,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,119,26,93,80,0.21848739495798319,0.14942528735632185,0.57587131367292221,0.2157006603081438,0.44557640750670241,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,77,0.16518084704875946,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,120,27,93,80,0.22500000000000001,0.15517241379310345,0.57640750670241292,0.21685008559550015,0.44504021447721182,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,78,0.16512382030487061,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,125,27,98,85,0.216,0.15517241379310345,0.57372654155495983,0.21596356077280507,0.4477211796246649,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,79,0.16492842137813568,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,127,29,98,85,0.2283464566929134,0.16666666666666666,0.57479892761394102,0.21826241134751773,0.44664879356568365,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,80,0.16450148820877075,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,128,29,99,86,0.2265625,0.16666666666666666,0.57426273458445043,0.21808510638297873,0.44718498659517425,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,81,0.16437655687332153,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,129,29,100,87,0.22480620155038761,0.16666666666666666,0.57372654155495983,0.21790780141843974,0.4477211796246649,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,82,0.16431297361850739,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,130,29,101,88,0.22307692307692309,0.16666666666666666,0.57319034852546913,0.21773049645390072,0.44825737265415549,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,83,0.16385188698768616,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,132,29,103,88,0.2196969696969697,0.16666666666666666,0.57319034852546913,0.21773049645390072,0.44932975871313674,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,84,0.16382232308387756,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,133,29,104,89,0.21804511278195488,0.16666666666666666,0.57265415549597853,0.21755319148936172,0.44986595174262733,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,85,0.16380943357944489,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,134,30,104,89,0.22388059701492538,0.17241379310344829,0.57319034852546913,0.21870261677671801,0.44932975871313674,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,86,0.16296660900115967,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,135,30,105,90,0.22222222222222221,0.17241379310344829,0.57265415549597853,0.21852531181217899,0.44986595174262733,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,87,0.16293483972549438,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,136,30,106,91,0.22058823529411764,0.17241379310344829,0.57211796246648794,0.21834800684764,0.45040214477211798,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,88,0.16287006437778473,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,137,31,106,91,0.22627737226277372,0.17816091954022989,0.57265415549597853,0.21949743213499634,0.44986595174262733,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,89,0.16285474598407745,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,138,31,107,92,0.22463768115942029,0.17816091954022989,0.57211796246648794,0.21932012717045732,0.45040214477211798,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,90,0.1624482125043869,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,140,31,109,94,0.22142857142857142,0.17816091954022989,0.57104557640750675,0.2189655172413793,0.45147453083109917,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,91,0.16227638721466064,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,144,32,112,97,0.22222222222222221,0.18390804597701149,0.56997319034852545,0.21958302763511864,0.45254691689008042,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,92,0.16178789734840393,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,146,32,114,97,0.21917808219178081,0.18390804597701149,0.56997319034852545,0.21958302763511864,0.45147453083109917,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,93,0.16168951988220215,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,147,32,115,98,0.21768707482993196,0.18390804597701149,0.56943699731903485,0.21940572267057962,0.45201072386058982,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,94,0.16149544715881348,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,148,32,116,99,0.21621621621621623,0.18390804597701149,0.56890080428954426,0.21922841770604062,0.45254691689008042,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,95,0.16112717986106873,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,150,32,118,101,0.21333333333333335,0.18390804597701149,0.56782841823056296,0.21887380777696261,0.45361930294906166,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,96,0.16075390577316284,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,152,32,120,103,0.21052631578947367,0.18390804597701149,0.56675603217158177,0.21851919784788457,0.45469168900804291,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,97,0.16036561131477356,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,154,32,122,105,0.20779220779220781,0.18390804597701149,0.56568364611260058,0.21816458791880655,0.45576407506702415,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,98,0.16016580164432526,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,155,32,123,106,0.20645161290322581,0.18390804597701149,0.56514745308310987,0.21798728295426756,0.45630026809651475,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,99,0.15963658690452576,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,157,32,125,108,0.20382165605095542,0.18390804597701149,0.56407506702412868,0.21763267302518954,0.45737265415549599,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,100,0.15956790745258331,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,158,32,126,109,0.20253164556962025,0.18390804597701149,0.56353887399463809,0.21745536806065052,0.45790884718498659,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,101,0.15898317098617554,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,161,32,129,112,0.19875776397515527,0.18390804597701149,0.56193029490616619,0.21692345316703349,0.45951742627345843,0.0,0.0,1.0,0.0,1.0,0.0,False
Forecasting,single_score,102,0.15870097279548645,pre2022_meta_validation,evaluated,False,1865,174,0.093297587131367293,163,32,131,114,0.19631901840490798,0.18390804597701149,0.560857908847185,0.21656884323795547,0.46058981233243967,0.0,0.0,1.0,0.0,1.0,0.0,False
